knows	word	id	lfpm10r	log_rt
TRUE	reform	KT319	0.936	-0.2869623315274309
FALSE	orront	124733	-2.057	0.5151442848851812
TRUE	gerencsér	KT163	-1.63	0.05959821296337916
TRUE	alkalom	KA121	1.587	-0.6263674228688858
TRUE	türemlik	KT202	-2.393	0.5013963071784722
TRUE	hajlik	7427	0.575	-0.20089294237941002
FALSE	kencéz	KT263	-3.569	-0.09675322048738635
TRUE	arzénsav	KT370	-2.408	-0.1565076221710735
TRUE	hübrisz	7402	-0.863	0.21136242557147789
TRUE	forgórész	KT379	-0.244	-0.48994514621223445
TRUE	gyapot	7427	-0.198	0.06485097231962313
TRUE	kurtít	KT329	-2.237	0.6542036289928065
FALSE	referál	KT302	-0.432	0.7268647986542086
TRUE	beton	KT139	1.056	0.05078816680519487
TRUE	bacon	KT210	0.189	-0.33077052230808535
TRUE	század	KT352	2.036	-0.32020526415734224
TRUE	kencéz	KT216	-3.569	0.30318872048460943
TRUE	változik	KT177	1.765	-0.7320855335874421
TRUE	kulcscsont	KT172	-0.536	0.1837788277981328
TRUE	alfél	KT163	-2.365	0.15387921447439107
TRUE	nukleon	KT351	-1.266	0.2949803748882367
FALSE	fajansz	KT254	-0.829	0.4499475948289378
TRUE	dolog	KT141	2.387	-0.81013053605244
TRUE	lépték	KT249	0.16	1.0621453803114416
TRUE	kencéz	KT245	-3.569	2.649648742797337e-4
TRUE	glosszáz	KT289	-3.569	0.8275535028148958
TRUE	balközép	MMIID1	-0.179	-0.11653381625596686
TRUE	lépték	KT203	0.16	-0.22976542761639349
FALSE	bizmut	7423	-0.988	-0.24207156119969675
TRUE	kalcium	KT203	1.004	-0.37407545865301584
TRUE	űrlap	KT256	1.015	-0.5155953140087969
TRUE	alfél	KT282	-2.365	0.06339255225250733
TRUE	kalcium	KT392	1.004	-0.31576609605134026
TRUE	csontdarab	MMIID7	-1.165	-0.16369609267080207
TRUE	csüggedez	LE7VM2	-2.756	0.47096878833010053
TRUE	ómagyar	KT245	-0.441	-0.42472438303600973
FALSE	krakéler	KT115	-1.411	0.9173861317031466
TRUE	lágyék	KT102	-0.685	-0.06797909981243404
TRUE	hidroxid	KT180	-0.536	0.022069663478876997
TRUE	könnyelmű	KT223	0.019	0.23834738501641617
TRUE	forgórész	B60SSE	-0.244	-0.15396736329357028
TRUE	aggófű	KA119	-1.365	0.1654720646905292
TRUE	lépték	7433	0.16	1.1645560719621255
TRUE	luftballon	KT391	-1.821	0.6111749040343909
TRUE	bélyeg	KT240	0.274	-0.5020723787712312
TRUE	kanalaz	KT296	-1.325	0.25388223976036467
TRUE	égitest	KA121	0.434	-0.1638374454151853
TRUE	mellényzseb	ZCRF7X	-1.973	0.2916765837581282
FALSE	adszorbens	KT350	-1.303	0.4578962548864209
TRUE	kulcscsont	KT256	-0.536	-0.5117343698846355
TRUE	piktogram	KT324	-0.278	0.6640555941667626
FALSE	petél	KT372	-3.092	0.9929535804479646
TRUE	mimézis	KT162	-1.054	0.4163391046747213
FALSE	hübrisz	KT225	-0.863	-0.29035230100767256
TRUE	csüggedez	KT245	-2.756	0.01185445744590109
TRUE	lágyék	KA130	-0.685	-0.2562867699079363
TRUE	anorák	KT249	-1.335	0.09471454790527556
TRUE	törköly	7414	-0.572	-0.28669589215840485
TRUE	kárpit	KT298	0.194	-1.036482917131143
TRUE	orális	KT213	0.569	-0.2230310578911472
TRUE	gerencsér	KA124	-1.63	-0.3522988188458308
TRUE	gyülemlik	B60SSE	-1.145	-0.6568731121764649
TRUE	lépték	KT381	0.16	0.31096759801890733
TRUE	nagyszámú	MMIID11	0.902	0.29266961396284374
TRUE	kúpol	KT319	-1.906	-0.17237914676417937
FALSE	szilikát	MMIID2	-0.363	0.3751433482218472
TRUE	nukleon	KT305	-1.266	-0.026842045947872775
TRUE	lépték	KA108	0.16	-0.5659772290666266
FALSE	kúpol	MMIID11	-1.906	0.6092219456221523
FALSE	lalláz	KT213	-3.268	-0.053432422696550866
TRUE	délceg	Kt187	-0.228	-0.11692153204655482
TRUE	forrpont	KT228	-1.542	-0.28122297738982727
TRUE	csapdáz	KT305	-3.268	-0.2811633654143554
TRUE	irány	KT334	1.373	-0.39234653409067577
TRUE	lejmol	191	-2.031	0.27740064934746395
TRUE	kondenzcsík	KT190	-1.009	0.43832589614334994
TRUE	referál	KT338	-0.432	-0.513220155023193
FALSE	nimbus	KT216	-2.756	0.5095007465035525
TRUE	rotor	KT205	-0.054	-0.10508833032294436
TRUE	kárpit	7432	0.194	-0.00863719339715557
TRUE	darab	KT163	2.044	-0.814399979010107
TRUE	alkalom	7405	1.587	-0.5596220379516129
TRUE	adszorbens	KT256	-1.303	0.7381850756706053
TRUE	hajlik	7421	0.575	-0.6005588835137017
TRUE	ellenfél	7404	1.362	0.9560516836965051
TRUE	tököl	7409	-1.12	0.09474638456416111
TRUE	rámáz	KT294	-3.171	0.354589270377371
FALSE	forrpont	7431	-1.542	0.23665190133899877
TRUE	látszik	KT349	2.055	-0.45331958516657483
TRUE	komplex	7429	1.745	-0.5361434317502669
TRUE	kalcium	RFW9WS	1.004	-0.3054252219458456
TRUE	infimum	MMIID11	-2.339	0.6901426715396606
FALSE	móringol	KT115	-2.967	-0.009535316994729892
TRUE	végbél	KT224	0.305	-0.24290630434040222
TRUE	hidroxid	KT262	-0.536	-0.14939367898541675
TRUE	nukleon	KT370	-1.266	0.048371028905135525
TRUE	luftballon	KT179	-1.821	-0.16784485178490005
TRUE	olaj	MMIID7	1.54	-0.568631305946572
TRUE	örmény	7406	0.795	-0.5918549290784195
TRUE	végbél	KT394	0.305	-0.3810481432785939
TRUE	gyülemlik	KT153	-1.145	0.9073448364068264
TRUE	pohár	KT177	1.388	-0.7606233456844856
TRUE	mítosz	7436	0.619	-0.805868050650803
FALSE	bajadér	KA113	-1.417	0.5794184152316164
FALSE	bárányfark	KT329	-3.092	0.6628219847153973
FALSE	fertilis	KT374	-1.185	0.5401562446102391
TRUE	időszak	KT174	1.939	-0.14340858329653863
TRUE	bajuszfű	KT155	-2.967	0.9351831411558376
TRUE	barát	KT226	1.221	0.011701272290630402
FALSE	orront	7422	-2.057	-0.19457431636041364
FALSE	lalláz	KT158	-3.268	0.15622994504472687
TRUE	turné	YA1VAL	0.819	0.056380333436100764
TRUE	lejmol	KT324	-2.031	0.3862958801865033
TRUE	grafikon	KT354	0.471	-0.268742562487584
TRUE	ion	ZCRF7X	0.155	-0.2863962328310864
TRUE	kalcium	MMIID1	1.004	-0.37019449416433603
TRUE	szempont	KT139	1.61	-0.2782533297897422
TRUE	karakter	KT376	1.43	-0.017532805267549825
TRUE	sugár	KT177	0.422	-0.9516588757032626
TRUE	biliárd	KT281	-0.011	-0.46940380917364577
TRUE	tököl	KT156	-1.12	0.02327697694525653
TRUE	hálózsák	7427	-0.037	0.12486898204587789
TRUE	csontdarab	KT267	-1.165	-0.2435758768326314
TRUE	iszlám	KT253	1.246	-0.33270733273735686
TRUE	ellenfél	KT324	1.362	-0.3267902585968538
TRUE	beton	KT350	1.056	-0.40798327600428713
TRUE	csüggeszt	7410	-1.753	-0.38079200797235385
TRUE	püffeszt	KT395	-3.87	-0.062066911323742036
TRUE	sárgaréz	DBNR1J	-0.031	0.053303772022538644
FALSE	kúpol	7413	-1.906	-0.1254555190158509
FALSE	adszorbens	7412	-1.303	0.3489582466677794
FALSE	kvéker	KT390	-1.672	0.22341951328589246
FALSE	kettősfém	7418	-2.756	0.12712151820308873
TRUE	beton	KT159	1.056	-0.4444684449220255
TRUE	kanalaz	KA120	-1.325	-0.18874212459690812
TRUE	lejmol	KT223	-2.031	0.19611761864391075
TRUE	kitin	KT165	-0.946	0.03246719013751668
TRUE	heveny	VVIBD1	0.516	-0.049368831528837955
TRUE	skubizik	KT349	-3.171	0.37398820081151835
TRUE	csatázik	7421	-0.489	-0.517715974408415
TRUE	horizont	KT379	0.296	-0.30098347858801255
TRUE	türemlik	sr752q	-2.393	-0.026318308434142318
FALSE	kurzív	KT351	-0.736	0.4869406349883777
TRUE	szempont	KT266	1.61	-0.6891551592902756
TRUE	nagybeteg	KT351	-0.276	-0.3396141674118096
TRUE	kurtít	KT319	-2.237	-0.19607571302708315
TRUE	égitest	KT323	0.434	-0.6046053087648379
TRUE	ingváll	KT199	-1.276	0.40078751855704997
TRUE	kondenzcsík	KA129	-1.009	0.07993347093818666
TRUE	gerencsér	KT327	-1.63	-0.14502577205024722
FALSE	kurzív	KT155	-0.736	-0.15008479004811207
TRUE	töredék	KT329	0.316	-0.17132227133414865
FALSE	vabank	KT263	-2.247	-0.13576817807893718
TRUE	eszköz	KT288	1.983	-0.40907411269498245
FALSE	döföl	KT288	-2.724	-0.04921650494430374
TRUE	sziszeg	KT297	-0.745	-0.4077351827863787
TRUE	donhuán	KT226	-2.472	0.6536654333272541
FALSE	rotor	KT323	-0.054	-0.23872684257048019
TRUE	újgazdag	KT329	-0.337	-0.34569261392175676
TRUE	mimézis	KT125	-1.054	-0.6455577369685952
TRUE	derít	KT376	0.012	-0.46358427739410074
TRUE	rekvizit	KT322	-1.973	0.6061612577898429
TRUE	kettősfém	KT203	-2.756	0.3818825458772809
TRUE	alkalom	KT177	1.587	-0.571372123638044
FALSE	templomoz	MMIID2	-3.092	0.25215851638266756
TRUE	időszak	KA121	1.939	-0.2907868874021983
FALSE	krakéler	KT213	-1.411	-0.5126606395462625
TRUE	lágyék	KT178	-0.685	-0.19205073211324714
FALSE	cugehőr	LE7VM2	-2.916	-0.4581541128885772
TRUE	csapdáz	KA117	-3.268	0.9810329822519133
TRUE	lejmol	KT266	-2.031	0.04783732941413932
TRUE	pohár	KA124	1.388	-0.5099593324259827
TRUE	sziszeg	7423	-0.745	-0.2783920255446817
TRUE	dolgozik	KT190	1.948	-0.1254385141918057
TRUE	nárcisz	KT216	-0.25	-0.6051820919095973
TRUE	csüggedez	KT266	-2.756	0.2986220124900829
FALSE	lépték	KT329	0.16	0.691242868486158
FALSE	rekvizit	KT373	-1.973	-0.03160935319025149
FALSE	kurzív	KT201	-0.736	-2.234926444520503
FALSE	vabank	KT370	-2.247	0.16888164420738108
TRUE	kulcscsont	7431	-0.536	-0.19479907830505813
FALSE	neoprén	KT311	-0.057	0.07301344484131407
TRUE	darab	KT162	2.044	-0.4060002512709456
FALSE	örmény	KT213	0.795	-1.0010999899159245
FALSE	petél	KT225	-3.092	0.23822918873225507
TRUE	példakép	KT119	0.329	-0.4387918250222575
FALSE	időszak	KT125	1.939	-0.6649096391447311
TRUE	kettősfém	7411	-2.756	0.2023570001267977
TRUE	tropikus	KT320	-0.563	1.0411932526389394
TRUE	végbél	KT207	0.305	-0.618754248853245
TRUE	bárányfark	7425	-3.092	0.06116094855933455
TRUE	rejtőzik	KT263	0.612	-0.43503038537049904
FALSE	bizmut	191	-0.988	-0.32801113309329744
TRUE	kárpit	7409	0.194	0.0265689000546599
TRUE	sárgaréz	KT267	-0.031	0.9809842410001898
TRUE	balközép	KT329	-0.179	0.9530719333728715
TRUE	pohár	KT332	1.388	-0.4741482061661955
FALSE	kollapszus	KT167	-1.065	0.21278205591795127
FALSE	viszonvád	KT303	-2.163	0.40186530324122255
TRUE	viszkóz	7402	-0.61	-0.04363845708109958
TRUE	kulcscsont	DSWLTC	-0.536	0.06664411527305823
TRUE	hidroxid	KA127	-0.536	-0.409473129505701
TRUE	nagybeteg	KT284	-0.276	0.7339675752157491
TRUE	százalék	KT202	1.899	-0.716385102015682
TRUE	keresztény	KT194	1.817	1.1685891204593049
TRUE	népszerű	KT119	1.814	-0.17841519656293564
TRUE	neoprén	KT107	-0.057	-0.4004775665970167
FALSE	bajuszfű	KA108	-2.967	0.052834356340520534
TRUE	lukaszt	KT214	-2.591	0.013463952839838663
TRUE	színpad	KT304	1.058	-0.7234517594362888
TRUE	lágyék	KA113	-0.685	-0.2665731092415573
TRUE	cianid	KT354	-0.711	0.03252527163448477
TRUE	lélek	KT267	1.694	-0.4050926774775628
TRUE	lukaszt	VJQ01Q	-2.591	0.17558223180561025
TRUE	rövid	KT375	2.339	-0.2614361953231187
FALSE	skubizik	KT365	-3.171	-0.4380399540795991
FALSE	mimézis	KT240	-1.054	0.15993960590084783
TRUE	kettősfém	KA121	-2.756	0.19626966146638297
TRUE	kötődik	KT243	1.137	-0.3009159214913659
TRUE	hatalom	KT127	1.658	0.23826858906133327
TRUE	orront	KT320	-2.057	0.0045147929637952425
TRUE	lépték	7402	0.16	0.20203431078935266
TRUE	végbél	7402	0.305	-0.3055202305516507
TRUE	példakép	KT366	0.329	-0.17796107767544425
TRUE	sziszeg	7407	-0.745	-0.5978370007557031
TRUE	kalcium	KT379	1.004	-0.005389497350919502
TRUE	időszak	KT325	1.939	-0.6573168235497011
FALSE	nimbus	7413	-2.756	-0.01711055413705803
FALSE	lejmol	KT388	-2.031	-0.23698895813627896
TRUE	kislány	KT263	1.415	-0.2748514053039422
TRUE	selypít	KT261	-1.452	-0.10425002137378765
FALSE	alfél	KT303	-2.365	0.011597488393732517
FALSE	vabank	7425	-2.247	0.010237418358047262
TRUE	tábornagy	TK200	-0.321	-0.052472937261203945
TRUE	dipeptid	KT306	-1.46	0.7289968334536324
TRUE	ómagyar	KT153	-0.441	0.9229048105526211
TRUE	csapdáz	KT208	-3.268	-0.5203542102562968
FALSE	kurzív	MMIID7	-0.736	0.09758032833885678
FALSE	rekvizit	KT305	-1.973	0.1089978923631352
TRUE	örmény	KT281	0.795	-0.4437045029119901
TRUE	lejmol	KT325	-2.031	0.2901515208348222
TRUE	gyűjtemény	KT309	1.112	0.26281800766436475
TRUE	forgórész	KT330	-0.244	0.5744678057925676
TRUE	konverzál	KT163	-2.967	-0.6119082651774321
TRUE	piktogram	KA132	-0.278	-0.37558839493983365
TRUE	farkasbab	KT249	-2.154	0.8780528955391116
TRUE	pereg	7418	0.061	-0.12170446441778285
TRUE	szegény	KT115	1.681	-0.5922707032021675
FALSE	kurzivál	KT372	-3.092	-0.07654092934370674
TRUE	szegény	KT306	1.681	-0.26136476413443116
TRUE	iszlám	KT222	1.246	-0.18995058395844794
FALSE	kontrapunkt	KT296	-1.743	0.2826607366943296
FALSE	libling	VVIBD1	-1.946	0.5891357544934674
TRUE	biliárd	KA108	-0.011	-0.5417230715915521
FALSE	forgórész	KT126	-0.244	1.2380843339547074
TRUE	kurtít	KT375	-2.237	1.0483833399571905
TRUE	pereg	KT323	0.061	-0.3287610444065608
FALSE	aggófű	KT223	-1.365	0.21308917505536906
TRUE	diktátor	N1IXL7	0.599	0.1100599559701273
TRUE	barát	KT380	1.221	-0.34870677430856206
TRUE	régész	KT260	0.538	-0.2665143642256296
TRUE	olaj	KT174	1.54	-0.3966713864675914
TRUE	kalcium	KT338	1.004	-0.20553696099799196
TRUE	sárgaréz	KT212	-0.031	-0.3666603468353483
TRUE	csapattest	KT321	-1.301	-0.23726149212394715
TRUE	tábornagy	KT296	-0.321	-0.012275030872972792
FALSE	csüggeszt	KT364	-1.753	0.34288023291653735
FALSE	rámáz	KT338	-3.171	0.8121405945233072
TRUE	szokik	7401	-0.316	-0.018739492600386994
TRUE	jármű	sr752q	1.595	-0.40908163989706353
TRUE	űrlap	KT260	1.015	-0.5078384232249744
TRUE	koenzim	TK200	0.003	0.13688389171417353
TRUE	pereg	KT221	0.061	-0.51583816559909
TRUE	viszkóz	KT352	-0.61	-0.06293979977388164
TRUE	szilikát	KT341	-0.363	0.31306469084731287
TRUE	bélyeg	KA116	0.274	0.11139377886557862
TRUE	lakotthely	KT176	-2.472	-0.14321815824314868
FALSE	magmatit	KT349	-2.666	1.1890439210216477
FALSE	bárányfark	KT126	-3.092	0.4047982191204764
TRUE	ion	AVH37D	0.155	-0.12220153283836181
FALSE	móringol	KT178	-2.967	-0.3874140138543102
TRUE	keresztény	KT217	1.817	-0.7199430033486056
FALSE	adszorbens	KT203	-1.303	0.7627758498923055
TRUE	bélyeg	KA113	0.274	-0.5378542961540019
TRUE	tököl	KT256	-1.12	-0.4232040163406003
TRUE	időszak	KT379	1.939	-0.6314878001788217
FALSE	rámáz	DSWLTC	-3.171	-0.16769110570174678
TRUE	szilikát	KT385	-0.363	0.24532374218678182
TRUE	könnyelmű	KT289	0.019	0.9028812249601436
FALSE	döföl	KT119	-2.724	0.7871018966802622
FALSE	piláf	P99PEK	-1.262	-0.17435338714473986
FALSE	móringol	D5SW7M	-2.967	0.3728764872009544
TRUE	anorák	B60SSE	-1.335	-0.06982714796307664
TRUE	extrém	KT139	1.384	-0.356446398617776
TRUE	hajlik	KT204	0.575	-0.4436187905654932
TRUE	beton	7409	1.056	-0.7005545475717588
TRUE	régész	KT212	0.538	-0.27006483792402575
TRUE	nukleon	KT165	-1.266	-0.42924563677346445
TRUE	kanalaz	YA1VAL	-1.325	0.03440142671735656
TRUE	selypít	KT365	-1.452	-0.07128657148487329
TRUE	komoly	MMIIE12	2.29	0.225061710451069
TRUE	gyülemlik	KT278	-1.145	-0.24293817867169498
TRUE	közhely	KT215	0.426	-0.13951497289869647
TRUE	derít	UVH3U2	0.012	-0.5621189181535532
TRUE	gyűjtemény	KT290	1.112	-0.4377068311652075
FALSE	hübrisz	KT317	-0.863	0.6679268037281653
TRUE	komál	KT254	-2.031	-0.24049954904218493
TRUE	lakotthely	7406	-2.472	0.4617824275863103
TRUE	lélek	B60SSE	1.694	-0.4597919464153839
TRUE	kárpit	KT169	0.194	-0.18389880002130765
FALSE	kontrapunkt	KT391	-1.743	0.7947714752843158
TRUE	eszköz	N1IXL7	1.983	0.0488377820833532
TRUE	derít	KA121	0.012	-0.24595169063989372
FALSE	magmatit	KT309	-2.666	0.23871370490510516
TRUE	régész	KT215	0.538	-0.5685341889324197
TRUE	tangózik	KT383	-1.78	-0.36060408146201817
TRUE	adszorbens	KT332	-1.303	-0.07741574450670924
TRUE	kárpit	KT312	0.194	-0.019412203517758023
TRUE	tropikus	MMIIE12	-0.563	0.13190507087995573
TRUE	olaj	KT351	1.54	-0.3780445126066563
TRUE	lélek	KT388	1.694	-0.4780358009429925
TRUE	sporthorgász	H1P83X	-0.907	-0.038948749967377204
TRUE	sziszeg	DSWLTC	-0.745	-0.3795196222400697
FALSE	mimézis	KT224	-1.054	-0.13413729051793968
TRUE	bárányfark	KT249	-3.092	0.8990896376544588
TRUE	transzplantál	KT390	-3.092	0.2453080929214778
FALSE	bajadér	NRL120	-1.417	-0.256312612659563
TRUE	tábornagy	B7E5K3	-0.321	-0.22180694498706555
TRUE	kötődik	KT208	1.137	-0.3122685239959281
TRUE	kötődik	KA129	1.137	-0.7570885466965368
TRUE	dádá	KT298	-1.428	-0.03876161853060423
TRUE	lakotthely	KT309	-2.472	0.30563372304114567
TRUE	rakódik	KT228	0.094	-0.1281516039577785
TRUE	népszerű	7422	1.814	0.039792664857009406
TRUE	csüggeszt	KT165	-1.753	1.3323660190943405
FALSE	bizmut	KT319	-0.988	0.5190675654597433
TRUE	törődik	TK200	0.7	-0.23920306779861344
TRUE	látszik	KT305	2.055	-0.3338726185399637
TRUE	szegény	KT382	1.681	-0.05374893860046836
TRUE	dádá	B7E5K3	-1.428	0.37453499939570983
TRUE	szempont	KT260	1.61	-0.483964632092509
TRUE	bélyeg	KT325	0.274	-0.5391307955054149
TRUE	dolog	KT381	2.387	-0.06896430044023318
TRUE	ion	7404	0.155	-0.12752092035730478
TRUE	luftballon	KT387	-1.821	-0.07224816421084461
FALSE	vabank	KT 189	-2.247	0.502074443608889
FALSE	tropikus	KT207	-0.563	0.5269391015794337
TRUE	referál	KT159	-0.432	1.0049936773530967
TRUE	kurzív	KT280	-0.736	0.2555487840942045
TRUE	eszköz	KT306	1.983	0.09166718852582711
TRUE	tarol	KT107	-0.219	-0.5344354894052967
TRUE	törékeny	KT355	0.894	-0.4546501004878789
TRUE	kötődik	KT349	1.137	0.11731626006730944
TRUE	jármű	K131	1.595	-0.26752003261153195
TRUE	csüggeszt	KT323	-1.753	-0.5038913879365231
FALSE	vabank	KT229	-2.247	0.6422932633662851
TRUE	sziszeg	KT263	-0.745	-0.2053036331856268
TRUE	színpad	KT360	1.058	0.5601270857702817
TRUE	iszlám	KT260	1.246	-0.30777594214697274
TRUE	forrpont	KT178	-1.542	-0.5135459872567791
TRUE	püffeszt	7425	-3.87	0.03344444722229181
TRUE	ingváll	KT385	-1.276	0.1735456610019894
TRUE	elegy	KT312	-1.266	0.5574563150999382
TRUE	alkalom	KT382	1.587	-0.137269800316652
FALSE	döföl	KT280	-2.724	0.5026039179955935
TRUE	lukaszt	KT321	-2.591	0.06434475236732681
TRUE	testnedv	KT221	-0.969	-0.33687231663244377
TRUE	lágyék	KT194	-0.685	0.8247520312083221
TRUE	tököl	KT322	-1.12	-0.2427851915470121
TRUE	rejtőzik	KT375	0.612	0.5780533382803598
FALSE	vabank	KT387	-2.247	-0.24564481666168222
TRUE	jármű	KT297	1.595	-0.22749048556751753
FALSE	magmatit	M4A7D7	-2.666	-0.18272163681533038
TRUE	kettősfém	KT252	-2.756	1.0697360201465005
TRUE	neoprén	KT334	-0.057	-0.12209983966153508
TRUE	komplex	KT126	1.745	-0.0965109003808266
TRUE	égitest	MMIIE12	0.434	-0.29128856795020863
TRUE	darab	KT178	2.044	-0.7738584449993688
TRUE	tábornagy	KT352	-0.321	-0.12669765304598954
TRUE	rotor	KA106	-0.054	-0.19599663586669458
FALSE	ifjít	KT225	-3.092	-0.2665731092415202
TRUE	komoly	KT297	2.29	-0.6349537469550461
TRUE	nárcisz	7419	-0.25	-0.4271893806260963
TRUE	lakotthely	KT126	-2.472	0.34145977813223954
TRUE	kalcium	KT398	1.004	-0.4620354595965659
TRUE	bárányfark	KA108	-3.092	0.2874845529465295
TRUE	ausztrál	KT158	1.198	-0.4750965762500387
TRUE	gerencsér	KT388	-1.63	-0.421594490038039
TRUE	törköly	KT251	-0.572	0.581656804526575
FALSE	kontrapunkt	KA125	-1.743	0.4057084118408117
TRUE	templomoz	KT195	-3.092	-0.15592892658455146
TRUE	abszint	KT162	-0.659	-0.12398849978111959
TRUE	ómagyar	KT306	-0.441	0.2859305394129662
TRUE	tangózik	7422	-1.78	-0.13800997792740377
TRUE	pereg	KT274	0.061	-0.34531824746187734
FALSE	bizmut	KT210	-0.988	0.07039788394372598
TRUE	kanalaz	KT216	-1.325	0.3516634071310814
TRUE	csapdáz	KT350	-3.268	0.3130208177347951
TRUE	ausztrál	KT245	1.198	-1.0155173208038848
TRUE	ausztrál	D5SW7M	1.198	0.13130453999947486
TRUE	mellényzseb	KT202	-1.973	-0.33902449070410384
TRUE	kárpit	KT297	0.194	-0.33361432439239264
TRUE	beton	KA129	1.056	-0.7262800622209192
TRUE	tököl	KA121	-1.12	-0.12237669537262476
FALSE	cianid	KA130	-0.711	0.09590999987634853
TRUE	reagál	7405	1.189	-0.10876073429884886
TRUE	diktátor	KT390	0.599	-0.1371550931632204
TRUE	nimbus	KT240	-2.756	-0.02150968348793038
TRUE	nagyszámú	KT386	0.902	0.038258712117078084
TRUE	lejmol	KA127	-2.031	0.04305948946045765
TRUE	abszint	KT355	-0.659	-0.039635199011000606
FALSE	árstop	7401	-2.365	0.1387222716738332
TRUE	orális	B60SSE	0.569	-0.12571629592797978
TRUE	piktogram	KT139	-0.278	1.371462409524511
TRUE	viszkóz	KT102	-0.61	0.00585283867519446
FALSE	kencéz	KT392	-3.569	-0.32971313095217525
TRUE	viszonvád	7414	-2.163	0.7638153147315124
TRUE	genom	KT190	0.016	0.828213332332725
TRUE	nukleon	KT304	-1.266	-0.12468492259468886
TRUE	törékeny	KT216	0.894	-0.5849387241561438
FALSE	kontrapunkt	KT303	-1.743	-0.11992720776245935
TRUE	extrém	7407	1.384	-0.25231492861447
TRUE	gyűjtemény	KT334	1.112	-0.4693798239441597
TRUE	nukleon	KT260	-1.266	-0.20201215036319994
TRUE	nagybeteg	RFW9WS	-0.276	0.32621264366738933
TRUE	heveny	RFW9WS	0.516	-0.1545974462848915
TRUE	sporthorgász	KT224	-0.907	-0.35764684479875575
TRUE	színpad	DSWLTC	1.058	0.15585351483348384
TRUE	diffamál	LE7VM2	-3.393	0.27420921979691487
TRUE	keresztény	KT163	1.817	-0.8121109129856388
FALSE	vabank	KT115	-2.247	0.005365579500730666
TRUE	közhely	KT207	0.426	-0.49747349477506797
TRUE	komplex	KT323	1.745	-0.6299188923831583
TRUE	égitest	7411	0.434	-0.036347644218585475
FALSE	rámáz	KT176	-3.171	-0.10519386287705702
TRUE	transzplantál	KT159	-3.092	0.6353618055155387
TRUE	mítosz	KT264	0.619	-0.47418837312526685
TRUE	profit	H1P83X	0.862	-0.2727671875495722
TRUE	népszerű	KT169	1.814	-0.5771524096115188
FALSE	viszkóz	KT246	-0.61	-0.15167208739228388
TRUE	eszköz	7402	1.983	-0.4499108479332626
TRUE	svábtök	KT281	-3.87	-0.06407995962625249
TRUE	csapattest	KT388	-1.301	-0.36096986822160926
FALSE	bajadér	KA119	-1.417	0.21196935183766372
FALSE	rámáz	KA116	-3.171	0.5887944902082624
TRUE	jármű	7421	1.595	-0.5259815636566106
TRUE	genom	KT225	0.016	0.05259245011914556
TRUE	sárgaréz	KT226	-0.031	-0.0802398103400045
TRUE	diktátor	KA123	0.599	-0.03621802574219313
TRUE	diktátor	KT391	0.599	0.0606575624820514
TRUE	káder	KT216	-0.593	-0.1444479043491943
TRUE	iszlám	KT329	1.246	-0.29960621665659165
TRUE	testnedv	KT126	-0.969	0.05732506661929388
TRUE	szokik	KT222	-0.316	-0.19601488392609212
TRUE	balközép	KT374	-0.179	-0.1410279934718717
TRUE	orront	KT141	-2.057	1.118806995954599
FALSE	káder	KT153	-0.593	-0.2792047731719535
TRUE	hajlik	KT261	0.575	-0.5041810810473469
TRUE	nagybeteg	B60SSE	-0.276	-0.5779541627817157
FALSE	móringol	TK200	-2.967	-0.07226428816873084
FALSE	anorák	KT267	-1.335	-0.08681685045688166
TRUE	eszköz	KT251	1.983	0.18896609951259835
TRUE	század	KT386	2.036	-0.13124828660994312
TRUE	szokik	KA109	-0.316	-0.2723272302384793
TRUE	glükóz	KT349	0.41	-0.1994270246992243
TRUE	végbél	KA116	0.305	-0.5093433894822982
TRUE	komál	KT264	-2.031	-0.3804408431961943
TRUE	dolog	KT194	2.387	0.01327154194634799
TRUE	piktogram	7427	-0.278	0.44852459756861296
TRUE	iszlám	KT249	1.246	-0.2616894921776171
TRUE	fürkész	KT322	-0.829	-0.4930430091944223
TRUE	sporthorgász	KT308	-0.907	-0.3077351314081456
TRUE	rámáz	7429	-3.171	-0.015012120096279887
FALSE	arzénsav	KT388	-2.408	0.023716526617316932
TRUE	szokik	KT221	-0.316	-0.3229638865936872
TRUE	elegy	7431	-1.266	-0.3215836241274701
FALSE	viszonvád	KT198	-2.163	0.16904210725493068
TRUE	tangózik	KT243	-1.78	-0.3875024077352782
TRUE	töredék	KT371	0.316	0.27178132297463353
TRUE	hidroxid	KT210	-0.536	-0.014555418026397043
TRUE	lazúroz	KT298	-3.569	0.3036538419836832
TRUE	piktogram	7416	-0.278	-0.1749785826245645
TRUE	nagyszámú	KT212	0.902	-0.5254064086425478
FALSE	kollapszus	KT383	-1.065	0.018561661586024233
TRUE	csüggeszt	7419	-1.753	-0.5077636497010168
TRUE	komplex	KA120	1.745	-0.5709295478357002
TRUE	árus	KT304	-0.422	-0.8524360386976576
TRUE	sárgaréz	UVH3U2	-0.031	-0.263965545834501
FALSE	infimum	KT229	-2.339	0.7029019476983531
TRUE	bolgár	KT216	1.03	0.12686169959841456
TRUE	rücsök	KT177	-1.879	0.8620077095430854
TRUE	kencéz	KT221	-3.569	0.2934156042998019
TRUE	töredék	KT171	0.316	-0.5073317346747667
TRUE	heveny	KT390	0.516	0.060586974090983396
