ID	NOC	Games	City	Year	Sport	Event	Medal
45708	NOR	1976 Summer	Montreal	1976	Rowing	Rowing Men's Double Sculls	Gold
45709	USA	1964 Summer	Tokyo	1964	Athletics	Athletics Men's Pole Vault	Gold
45710	DEN	1920 Summer	Antwerpen	1920	Gymnastics	Gymnastics Men's Team All-Around, Swedish System	Silver
45712	DEN	1920 Summer	Antwerpen	1920	Gymnastics	Gymnastics Men's Team All-Around, Swedish System	Silver
45716	NOR	1912 Summer	Stockholm	1912	Sailing	Sailing Mixed 12 metres	Gold
45717	GER	1936 Summer	Berlin	1936	Handball	Handball Men's Handball	Gold
45719	NOR	1948 Summer	London	1948	Rowing	Rowing Men's Coxed Eights	Bronze
45720	DEN	1920 Summer	Antwerpen	1920	Hockey	Hockey Men's Hockey	Silver
45721	DEN	1912 Summer	Stockholm	1912	Gymnastics	Gymnastics Men's Team All-Around, Swedish System	Silver
45722	NOR	1908 Summer	London	1908	Gymnastics	Gymnastics Men's Team All-Around	Silver
45723	DEN	1908 Summer	London	1908	Football	Football Men's Football	Silver
45723	DEN	1912 Summer	Stockholm	1912	Football	Football Men's Football	Silver
45731	DEN	1948 Summer	London	1948	Wrestling	Wrestling Men's Welterweight, Greco-Roman	Bronze
45732	DEN	2016 Summer	Rio de Janeiro	2016	Handball	Handball Men's Handball	Gold
45733	DEN	1928 Summer	Amsterdam	1928	Cycling	Cycling Men's Road Race, Individual	Gold
45733	DEN	1928 Summer	Amsterdam	1928	Cycling	Cycling Men's Road Race, Team	Gold
45733	DEN	1932 Summer	Los Angeles	1932	Cycling	Cycling Men's Road Race, Team	Silver
45742	DEN	2016 Summer	Rio de Janeiro	2016	Sailing	Sailing Women's Skiff	Bronze
45748	USA	2004 Summer	Athina	2004	Rowing	Rowing Men's Coxed Eights	Gold
45749	DEN	1912 Summer	Stockholm	1912	Gymnastics	Gymnastics Men's Team All-Around, Swedish System	Silver
45750	DEN	1948 Summer	London	1948	Football	Football Men's Football	Bronze
45751	DEN	1964 Summer	Tokyo	1964	Rowing	Rowing Men's Coxless Fours	Gold
45756	DEN	1976 Summer	Montreal	1976	Cycling	Cycling Men's 100 kilometres Team Time Trial	Bronze
45759	SWE	1928 Summer	Amsterdam	1928	Equestrianism	Equestrianism Men's Jumping, Team	Bronze
45761	DEN	1948 Summer	London	1948	Football	Football Men's Football	Bronze
45765	USA	2008 Summer	Beijing	2008	Volleyball	Volleyball Men's Volleyball	Gold
45767	DEN	1920 Summer	Antwerpen	1920	Gymnastics	Gymnastics Men's Team All-Around, Swedish System	Silver
45769	DEN	2012 Summer	London	2012	Cycling	Cycling Men's Omnium	Gold
45769	DEN	2016 Summer	Rio de Janeiro	2016	Cycling	Cycling Men's Team Pursuit, 4,000 metres	Bronze
45769	DEN	2016 Summer	Rio de Janeiro	2016	Cycling	Cycling Men's Omnium	Bronze
45776	BEL	1920 Summer	Antwerpen	1920	Gymnastics	Gymnastics Men's Team All-Around, Swedish System	Bronze
45777	DEN	1912 Summer	Stockholm	1912	Gymnastics	Gymnastics Men's Team All-Around, Free System	Bronze
45782	DEN	2016 Summer	Rio de Janeiro	2016	Handball	Handball Men's Handball	Gold
45790	SWE	2000 Summer	Sydney	2000	Shooting	Shooting Women's Double Trap	Gold
45791	DEN	1920 Summer	Antwerpen	1920	Wrestling	Wrestling Men's Heavyweight, Greco-Roman	Silver
45792	DEN	1912 Summer	Stockholm	1912	Gymnastics	Gymnastics Men's Team All-Around, Swedish System	Silver
45793	DEN	2016 Summer	Rio de Janeiro	2016	Handball	Handball Men's Handball	Gold
45799	DEN	1912 Summer	Stockholm	1912	Football	Football Men's Football	Silver
45805	NOR	1936 Summer	Berlin	1936	Football	Football Men's Football	Bronze
45806	NOR	1924 Summer	Paris	1924	Athletics	Athletics Men's Long Jump	Bronze
45812	DEN	1996 Summer	Atlanta	1996	Rowing	Rowing Women's Single Sculls	Bronze
45818	DEN	1924 Summer	Paris	1924	Cycling	Cycling Men's Tandem Sprint, 2,000 metres	Silver
45818	DEN	1928 Summer	Amsterdam	1928	Cycling	Cycling Men's Sprint	Bronze
45818	DEN	1928 Summer	Amsterdam	1928	Cycling	Cycling Men's 1,000 metres Time Trial	Gold
45819	FRA	1948 Summer	London	1948	Athletics	Athletics Men's 800 metres	Bronze
45824	AUS	1996 Summer	Atlanta	1996	Rowing	Rowing Men's Quadruple Sculls	Bronze
45824	AUS	2000 Summer	Sydney	2000	Rowing	Rowing Men's Coxless Fours	Bronze
45824	AUS	2004 Summer	Athina	2004	Rowing	Rowing Men's Coxed Eights	Bronze
45825	AUS	2004 Summer	Athina	2004	Swimming	Swimming Women's 100 metres Breaststroke	Silver
45825	AUS	2004 Summer	Athina	2004	Swimming	Swimming Women's 4 x 100 metres Medley Relay	Gold
45829	CAN	2012 Summer	London	2012	Rowing	Rowing Women's Coxed Eights	Silver
45830	GBR	1912 Summer	Stockholm	1912	Gymnastics	Gymnastics Men's Team All-Around	Bronze
45832	SWE	1908 Summer	London	1908	Water Polo	Water Polo Men's Water Polo	Bronze
45832	SWE	1908 Summer	London	1908	Swimming	Swimming Men's 200 metres Breaststroke	Bronze
45832	SWE	1912 Summer	Stockholm	1912	Water Polo	Water Polo Men's Water Polo	Silver
45832	SWE	1920 Summer	Antwerpen	1920	Water Polo	Water Polo Men's Water Polo	Bronze
45845	SWE	1952 Summer	Helsinki	1952	Football	Football Men's Football	Bronze
45847	SWE	1976 Summer	Montreal	1976	Sailing	Sailing Mixed Two Person Keelboat	Gold
45877	CHN	2016 Summer	Rio de Janeiro	2016	Fencing	Fencing Women's epee, Team	Silver
45881	CHN	2012 Summer	London	2012	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Bronze
45890	FRG	1984 Summer	Los Angeles	1984	Handball	Handball Men's Handball	Silver
45891	GER	1956 Summer	Melbourne	1956	Swimming	Swimming Women's 200 metres Breaststroke	Gold
45912	JPN	1936 Summer	Berlin	1936	Athletics	Athletics Men's Triple Jump	Silver
45917	JPN	2004 Summer	Athina	2004	Synchronized Swimming	Synchronized Swimming Women's Team	Silver
45917	JPN	2008 Summer	Beijing	2008	Synchronized Swimming	Synchronized Swimming Women's Duet	Bronze
45924	SUI	1996 Summer	Atlanta	1996	Canoeing	Canoeing Women's Kayak Fours, 500 metres	Silver
45928	NOR	2008 Summer	Beijing	2008	Handball	Handball Women's Handball	Gold
45928	NOR	2012 Summer	London	2012	Handball	Handball Women's Handball	Gold
45936	HUN	1936 Summer	Berlin	1936	Boxing	Boxing Men's Lightweight	Gold
45938	USA	1920 Summer	Antwerpen	1920	Shooting	Shooting Men's Military Pistol, Team	Gold
45940	JPN	2016 Summer	Rio de Janeiro	2016	Judo	Judo Men's Heavyweight	Silver
45949	GER	1936 Summer	Berlin	1936	Athletics	Athletics Men's 4 x 400 metres Relay	Bronze
45963	USA	1996 Summer	Atlanta	1996	Basketball	Basketball Men's Basketball	Gold
45964	USA	2000 Summer	Sydney	2000	Basketball	Basketball Men's Basketball	Gold
45966	GBR	1984 Summer	Los Angeles	1984	Swimming	Swimming Women's 400 metres Freestyle	Silver
45966	GBR	1984 Summer	Los Angeles	1984	Swimming	Swimming Women's 800 metres Freestyle	Bronze
45967	USA	2012 Summer	London	2012	Athletics	Athletics Men's Decathlon	Silver
45970	USA	2012 Summer	London	2012	Basketball	Basketball Men's Basketball	Gold
45972	USA	1996 Summer	Atlanta	1996	Athletics	Athletics Men's 4 x 100 metres Relay	Silver
45978	AUS	2000 Summer	Sydney	2000	Softball	Softball Women's Softball	Bronze
45978	AUS	2008 Summer	Beijing	2008	Softball	Softball Women's Softball	Bronze
45983	USA	1932 Summer	Los Angeles	1932	Athletics	Athletics Men's 400 metres Hurdles	Silver
45983	USA	1936 Summer	Berlin	1936	Athletics	Athletics Men's 400 metres Hurdles	Gold
45988	GBR	1924 Summer	Paris	1924	Swimming	Swimming Women's 100 metres Backstroke	Silver
45990	AUS	1996 Summer	Atlanta	1996	Softball	Softball Women's Softball	Bronze
45990	AUS	2000 Summer	Sydney	2000	Softball	Softball Women's Softball	Bronze
45990	AUS	2004 Summer	Athina	2004	Softball	Softball Women's Softball	Silver
45990	AUS	2008 Summer	Beijing	2008	Softball	Softball Women's Softball	Bronze
45999	GBR	1908 Summer	London	1908	Football	Football Men's Football	Gold
46006	ANZ	1912 Summer	Stockholm	1912	Swimming	Swimming Men's 400 metres Freestyle	Bronze
46006	ANZ	1912 Summer	Stockholm	1912	Swimming	Swimming Men's 1,500 metres Freestyle	Bronze
46006	ANZ	1912 Summer	Stockholm	1912	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Gold
46009	FRA	2004 Summer	Athina	2004	Rowing	Rowing Men's Double Sculls	Gold
46012	USA	1952 Summer	Helsinki	1952	Athletics	Athletics Women's 4 x 100 metres Relay	Gold
46015	USA	2012 Summer	London	2012	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	Bronze
46015	USA	2012 Summer	London	2012	Swimming	Swimming Women's 4 x 100 metres Medley Relay	Gold
46016	USA	1948 Summer	London	1948	Rowing	Rowing Men's Coxed Eights	Gold
46019	FRA	1924 Summer	Paris	1924	Shooting	Shooting Men's Free Rifle, 400, 600 and 800 metres, Team	Silver
46029	USA	1900 Summer	Paris	1900	Athletics	Athletics Men's Hammer Throw	Silver
46029	USA	1904 Summer	St. Louis	1904	Athletics	Athletics Men's All-Around Championship	Bronze
46032	FRA	1992 Summer	Barcelona	1992	Cycling	Cycling Men's 100 kilometres Team Time Trial	Bronze
46033	GBR	1908 Summer	London	1908	Swimming	Swimming Men's 100 metres Backstroke	Bronze
46038	USA	1996 Summer	Atlanta	1996	Swimming	Swimming Men's 4 x 100 metres Medley Relay	Gold
46039	HUN	1972 Summer	Munich	1972	Swimming	Swimming Men's 400 metres Individual Medley	Bronze
46050	NED	1992 Summer	Barcelona	1992	Cycling	Cycling Women's Sprint	Bronze
46050	NED	1996 Summer	Atlanta	1996	Cycling	Cycling Women's Sprint	Bronze
46050	NED	1996 Summer	Atlanta	1996	Cycling	Cycling Women's Points Race	Silver
46054	FRG	1972 Summer	Munich	1972	Cycling	Cycling Men's Team Pursuit, 4,000 metres	Gold
46056	FIN	2000 Summer	Sydney	2000	Athletics	Athletics Men's Shot Put	Gold
46057	FIN	1912 Summer	Stockholm	1912	Athletics	Athletics Men's Cross-Country, Team	Silver
46063	FIN	1984 Summer	Los Angeles	1984	Athletics	Athletics Men's Javelin Throw	Gold
46065	USA	1996 Summer	Atlanta	1996	Baseball	Baseball Men's Baseball	Bronze
46066	USA	1948 Summer	London	1948	Diving	Diving Men's Springboard	Gold
46066	USA	1948 Summer	London	1948	Diving	Diving Men's Platform	Silver
46067	GBR	2004 Summer	Athina	2004	Modern Pentathlon	Modern Pentathlon Women's Individual	Bronze
46071	SWE	1908 Summer	London	1908	Gymnastics	Gymnastics Men's Team All-Around	Gold
46080	SWE	1980 Summer	Moskva	1980	Fencing	Fencing Men's epee, Individual	Gold
46083	USA	1964 Summer	Tokyo	1964	Swimming	Swimming Women's 4 x 100 metres Medley Relay	Gold
46084	GBR	1936 Summer	Berlin	1936	Sailing	Sailing Mixed 6 metres	Gold
46091	USA	2012 Summer	London	2012	Volleyball	Volleyball Women's Volleyball	Silver
46091	USA	2016 Summer	Rio de Janeiro	2016	Volleyball	Volleyball Women's Volleyball	Bronze
46094	USA	1948 Summer	London	1948	Athletics	Athletics Men's 4 x 400 metres Relay	Gold
46099	CAN	1984 Summer	Los Angeles	1984	Cycling	Cycling Men's 1,000 metres Time Trial	Silver
46099	CAN	1992 Summer	Barcelona	1992	Cycling	Cycling Men's Sprint	Bronze
46099	CAN	1996 Summer	Atlanta	1996	Cycling	Cycling Men's Sprint	Bronze
46102	FRA	2012 Summer	London	2012	Taekwondo	Taekwondo Women's Featherweight	Bronze
46113	USA	2008 Summer	Beijing	2008	Athletics	Athletics Women's 100 metres Hurdles	Gold
46113	USA	2012 Summer	London	2012	Athletics	Athletics Women's 100 metres Hurdles	Silver
46114	USA	1956 Summer	Melbourne	1956	Diving	Diving Men's Springboard	Silver
46115	GBR	1936 Summer	Berlin	1936	Athletics	Athletics Men's Marathon	Silver
46124	GBR	1908 Summer	London	1908	Hockey	Hockey Men's Hockey	Bronze
46138	USA	1976 Summer	Montreal	1976	Swimming	Swimming Men's 200 metres Backstroke	Bronze
46139	USA	1996 Summer	Atlanta	1996	Softball	Softball Women's Softball	Gold
46139	USA	2000 Summer	Sydney	2000	Softball	Softball Women's Softball	Gold
46139	USA	2004 Summer	Athina	2004	Softball	Softball Women's Softball	Gold
46149	USA	1920 Summer	Antwerpen	1920	Polo	Polo Men's Polo	Bronze
46152	USA	1920 Summer	Antwerpen	1920	Swimming	Swimming Men's 100 metres Freestyle	Bronze
46159	USA	1984 Summer	Los Angeles	1984	Athletics	Athletics Men's 400 metres Hurdles	Silver
46162	USA	1996 Summer	Atlanta	1996	Softball	Softball Women's Softball	Gold
46172	CAN	1932 Summer	Los Angeles	1932	Rowing	Rowing Men's Coxed Eights	Bronze
46174	USA	1976 Summer	Montreal	1976	Basketball	Basketball Women's Basketball	Silver
46180	USA	2004 Summer	Athina	2004	Athletics	Athletics Men's 400 metres	Silver
46180	USA	2004 Summer	Athina	2004	Athletics	Athletics Men's 4 x 400 metres Relay	Gold
46182	GBR	1948 Summer	London	1948	Cycling	Cycling Men's Sprint	Silver
46182	GBR	1948 Summer	London	1948	Cycling	Cycling Men's Tandem Sprint, 2,000 metres	Silver
46184	USA	1968 Summer	Mexico City	1968	Boxing	Boxing Men's Lightweight	Gold
46185	USA	1964 Summer	Tokyo	1964	Boxing	Boxing Men's Lightweight	Bronze
46193	USA	1996 Summer	Atlanta	1996	Athletics	Athletics Men's 4 x 400 metres Relay	Gold
46193	USA	2000 Summer	Sydney	2000	Athletics	Athletics Men's 400 metres	Silver
46195	GBR	2000 Summer	Sydney	2000	Boxing	Boxing Men's Super-Heavyweight	Gold
46203	USA	1960 Summer	Roma	1960	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Gold
46205	RSA	1952 Summer	Helsinki	1952	Swimming	Swimming Women's 100 metres Backstroke	Gold
46207	USA	2012 Summer	London	2012	Judo	Judo Women's Half-Heavyweight	Gold
46207	USA	2016 Summer	Rio de Janeiro	2016	Judo	Judo Women's Half-Heavyweight	Gold
46209	USA	1996 Summer	Atlanta	1996	Athletics	Athletics Men's Triple Jump	Gold
46217	GBR	1960 Summer	Roma	1960	Fencing	Fencing Men's epee, Team	Silver
46218	AUS	2000 Summer	Sydney	2000	Swimming	Swimming Men's 4 x 100 metres Medley Relay	Silver
46227	AUS	2004 Summer	Athina	2004	Triathlon	Triathlon Women's Olympic Distance	Silver
46229	AUS	2000 Summer	Sydney	2000	Basketball	Basketball Women's Basketball	Silver
46229	AUS	2004 Summer	Athina	2004	Basketball	Basketball Women's Basketball	Silver
46229	AUS	2008 Summer	Beijing	2008	Basketball	Basketball Women's Basketball	Silver
46229	AUS	2012 Summer	London	2012	Basketball	Basketball Women's Basketball	Bronze
46246	GER	2000 Summer	Sydney	2000	Swimming	Swimming Women's 4 x 200 metres Freestyle Relay	Bronze
46246	GER	2004 Summer	Athina	2004	Swimming	Swimming Women's 4 x 200 metres Freestyle Relay	Bronze
46251	USA	1972 Summer	Munich	1972	Athletics	Athletics Men's 4 x 100 metres Relay	Gold
46254	GBR	1976 Summer	Montreal	1976	Rowing	Rowing Men's Double Sculls	Silver
46264	DEN	1952 Summer	Helsinki	1952	Equestrianism	Equestrianism Mixed Dressage, Individual	Silver
46264	DEN	1956 Summer	Stockholm	1956	Equestrianism	Equestrianism Mixed Dressage, Individual	Silver
46275	GER	2016 Summer	Rio de Janeiro	2016	Athletics	Athletics Men's Discus Throw	Gold
46277	GER	2012 Summer	London	2012	Athletics	Athletics Men's Discus Throw	Gold
46282	CAN	2004 Summer	Athina	2004	Diving	Diving Women's Synchronized Platform	Bronze
46283	RSA	2012 Summer	London	2012	Canoeing	Canoeing Women's Kayak Singles, 500 metres	Bronze
46286	GBR	1928 Summer	Amsterdam	1928	Gymnastics	Gymnastics Women's Team All-Around	Bronze
46293	POL	1980 Summer	Moskva	1980	Equestrianism	Equestrianism Mixed Jumping, Team	Silver
46302	GER	1960 Summer	Roma	1960	Canoeing	Canoeing Women's Kayak Doubles, 500 metres	Silver
46303	SUI	1924 Summer	Paris	1924	Shooting	Shooting Men's Small-Bore Rifle, Prone, 50 metres	Bronze
46305	TCH	1920 Summer	Antwerpen	1920	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
46307	DEN	1912 Summer	Stockholm	1912	Rowing	Rowing Men's Coxed Fours, Inriggers	Gold
46313	GDR	1980 Summer	Moskva	1980	Cycling	Cycling Men's 100 kilometres Team Time Trial	Silver
46316	INA	1992 Summer	Barcelona	1992	Badminton	Badminton Men's Doubles	Silver
46317	USA	1924 Summer	Paris	1924	Athletics	Athletics Men's Shot Put	Silver
46319	GDR	1980 Summer	Moskva	1980	Shooting	Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres	Silver
46320	NED	1964 Summer	Tokyo	1964	Rowing	Rowing Men's Coxed Pairs	Bronze
46322	USA	1984 Summer	Los Angeles	1984	Gymnastics	Gymnastics Men's Team All-Around	Gold
46326	GDR	1972 Summer	Munich	1972	Swimming	Swimming Men's 4 x 100 metres Freestyle Relay	Bronze
46327	FIN	1912 Summer	Stockholm	1912	Sailing	Sailing Mixed 12 metres	Bronze
46328	USA	1992 Summer	Barcelona	1992	Cycling	Cycling Men's 1,000 metres Time Trial	Bronze
46328	USA	1996 Summer	Atlanta	1996	Cycling	Cycling Men's 1,000 metres Time Trial	Silver
46336	SWE	1912 Summer	Stockholm	1912	Gymnastics	Gymnastics Men's Team All-Around, Swedish System	Gold
46342	DEN	1948 Summer	London	1948	Swimming	Swimming Women's 400 metres Freestyle	Silver
46342	DEN	1948 Summer	London	1948	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	Silver
46342	DEN	1948 Summer	London	1948	Swimming	Swimming Women's 100 metres Backstroke	Gold
46344	GER	2016 Summer	Rio de Janeiro	2016	Boxing	Boxing Men's Light-Welterweight	Bronze
46348	GBR	1932 Summer	Los Angeles	1932	Cycling	Cycling Men's Team Pursuit, 4,000 metres	Bronze
46354	RSA	1920 Summer	Antwerpen	1920	Shooting	Shooting Men's Military Rifle, Prone, 600 metres, Team	Silver
46370	GER	1960 Summer	Roma	1960	Athletics	Athletics Men's 100 metres	Gold
46370	GER	1960 Summer	Roma	1960	Athletics	Athletics Men's 4 x 100 metres Relay	Gold
46371	INA	2000 Summer	Sydney	2000	Badminton	Badminton Mixed Doubles	Silver
46373	GER	1992 Summer	Barcelona	1992	Rowing	Rowing Women's Coxed Eights	Bronze
46393	GER	1992 Summer	Barcelona	1992	Swimming	Swimming Women's 400 metres Freestyle	Gold
46393	GER	1992 Summer	Barcelona	1992	Swimming	Swimming Women's 200 metres Backstroke	Silver
46393	GER	1992 Summer	Barcelona	1992	Swimming	Swimming Women's 4 x 100 metres Medley Relay	Silver
46393	GER	1996 Summer	Atlanta	1996	Swimming	Swimming Women's 200 metres Freestyle	Bronze
46393	GER	1996 Summer	Atlanta	1996	Swimming	Swimming Women's 400 metres Freestyle	Silver
46393	GER	1996 Summer	Atlanta	1996	Swimming	Swimming Women's 800 metres Freestyle	Silver
46393	GER	1996 Summer	Atlanta	1996	Swimming	Swimming Women's 4 x 200 metres Freestyle Relay	Silver
46407	JPN	1988 Summer	Seoul	1988	Shooting	Shooting Women's Sporting Pistol, 25 metres	Silver
46420	AUT	1936 Summer	Berlin	1936	Rowing	Rowing Men's Single Sculls	Silver
46442	JPN	1952 Summer	Helsinki	1952	Swimming	Swimming Men's 1,500 metres Freestyle	Silver
46448	GBR	1920 Summer	Antwerpen	1920	Hockey	Hockey Men's Hockey	Gold
46449	GBR	1900 Summer	Paris	1900	Football	Football Men's Football	Gold
46450	AUS	1996 Summer	Atlanta	1996	Hockey	Hockey Women's Hockey	Gold
46450	AUS	2000 Summer	Sydney	2000	Hockey	Hockey Women's Hockey	Gold
46461	FRG	1988 Summer	Seoul	1988	Football	Football Men's Football	Bronze
46466	DEN	1964 Summer	Tokyo	1964	Rowing	Rowing Men's Coxless Fours	Gold
46489	EGY	1948 Summer	London	1948	Wrestling	Wrestling Men's Bantamweight, Greco-Roman	Silver
46490	PAK	1976 Summer	Montreal	1976	Hockey	Hockey Men's Hockey	Bronze
46514	GER	1936 Summer	Berlin	1936	Equestrianism	Equestrianism Men's Jumping, Individual	Gold
46514	GER	1936 Summer	Berlin	1936	Equestrianism	Equestrianism Men's Jumping, Team	Gold
46515	FRG	1984 Summer	Los Angeles	1984	Swimming	Swimming Women's 4 x 100 metres Medley Relay	Silver
46516	NOR	1920 Summer	Antwerpen	1920	Sailing	Sailing Mixed 12 metres	Gold
46524	CAN	1996 Summer	Atlanta	1996	Rowing	Rowing Men's Lightweight Coxless Fours	Silver
46542	USA	2008 Summer	Beijing	2008	Athletics	Athletics Women's 4 x 400 metres Relay	Gold
46542	USA	2016 Summer	Rio de Janeiro	2016	Athletics	Athletics Women's 4 x 400 metres Relay	Gold
46548	HUN	1952 Summer	Helsinki	1952	Water Polo	Water Polo Men's Water Polo	Gold
46552	JPN	1992 Summer	Barcelona	1992	Gymnastics	Gymnastics Men's Team All-Around	Bronze
46560	USA	2004 Summer	Athina	2004	Gymnastics	Gymnastics Women's Team All-Around	Silver
46560	USA	2004 Summer	Athina	2004	Gymnastics	Gymnastics Women's Horse Vault	Silver
46564	USA	1904 Summer	St. Louis	1904	Athletics	Athletics Men's 4 mile, Team	Silver
46568	GBR	1912 Summer	Stockholm	1912	Swimming	Swimming Men's 400 metres Freestyle	Silver
46568	GBR	1912 Summer	Stockholm	1912	Swimming	Swimming Men's 1,500 metres Freestyle	Silver
46568	GBR	1912 Summer	Stockholm	1912	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Bronze
46575	HUN	1956 Summer	Melbourne	1956	Canoeing	Canoeing Men's Kayak Singles, 10,000 metres	Silver
46581	HUN	2012 Summer	London	2012	Wrestling	Wrestling Men's Middleweight, Freestyle	Bronze
46595	GBR	1920 Summer	Antwerpen	1920	Athletics	Athletics Men's 3,000 metres, Team	Silver
46608	USA	1932 Summer	Los Angeles	1932	Gymnastics	Gymnastics Men's Team All-Around	Silver
46608	USA	1932 Summer	Los Angeles	1932	Gymnastics	Gymnastics Men's Pommelled Horse	Bronze
46634	NOR	1996 Summer	Atlanta	1996	Football	Football Women's Football	Bronze
46636	NOR	2000 Summer	Sydney	2000	Football	Football Women's Football	Gold
46638	JAM	1996 Summer	Atlanta	1996	Athletics	Athletics Men's 4 x 400 metres Relay	Bronze
46638	JAM	2000 Summer	Sydney	2000	Athletics	Athletics Men's 400 metres	Bronze
46638	JAM	2000 Summer	Sydney	2000	Athletics	Athletics Men's 4 x 400 metres Relay	Silver
46645	GER	2016 Summer	Rio de Janeiro	2016	Hockey	Hockey Women's Hockey	Bronze
46647	GER	2008 Summer	Beijing	2008	Hockey	Hockey Men's Hockey	Gold
46647	GER	2012 Summer	London	2012	Hockey	Hockey Men's Hockey	Gold
46647	GER	2016 Summer	Rio de Janeiro	2016	Hockey	Hockey Men's Hockey	Bronze
46653	DEN	1952 Summer	Helsinki	1952	Canoeing	Canoeing Men's Canadian Doubles, 1,000 metres	Gold
46666	GER	2008 Summer	Beijing	2008	Diving	Diving Men's Synchronized Platform	Silver
46666	GER	2016 Summer	Rio de Janeiro	2016	Diving	Diving Men's Springboard	Bronze
46667	GDR	1980 Summer	Moskva	1980	Football	Football Men's Football	Silver
46677	GER	1936 Summer	Berlin	1936	Water Polo	Water Polo Men's Water Polo	Silver
46686	GER	1928 Summer	Amsterdam	1928	Hockey	Hockey Men's Hockey	Bronze
46698	HUN	1980 Summer	Moskva	1980	Water Polo	Water Polo Men's Water Polo	Bronze
46710	CZE	2012 Summer	London	2012	Canoeing	Canoeing Men's Kayak Fours, 1,000 metres	Bronze
46710	CZE	2016 Summer	Rio de Janeiro	2016	Canoeing	Canoeing Men's Kayak Fours, 1,000 metres	Bronze
46713	TCH	1948 Summer	London	1948	Canoeing	Canoeing Men's Canadian Doubles, 10,000 metres	Silver
46724	USA	1948 Summer	London	1948	Canoeing	Canoeing Men's Canadian Singles, 10,000 metres	Silver
46724	USA	1952 Summer	Helsinki	1952	Canoeing	Canoeing Men's Canadian Singles, 10,000 metres	Gold
46728	GER	1928 Summer	Amsterdam	1928	Hockey	Hockey Men's Hockey	Bronze
46742	TCH	1952 Summer	Helsinki	1952	Rowing	Rowing Men's Coxed Fours	Gold
46746	EUN	1992 Summer	Barcelona	1992	Handball	Handball Men's Handball	Gold
46754	CAN	1952 Summer	Helsinki	1952	Canoeing	Canoeing Men's Canadian Doubles, 10,000 metres	Silver
46758	AUS	1988 Summer	Seoul	1988	Hockey	Hockey Women's Hockey	Gold
46758	AUS	1996 Summer	Atlanta	1996	Hockey	Hockey Women's Hockey	Gold
46758	AUS	2000 Summer	Sydney	2000	Hockey	Hockey Women's Hockey	Gold
46759	GBR	1908 Summer	London	1908	Football	Football Men's Football	Gold
46769	GBR	1908 Summer	London	1908	Shooting	Shooting Men's Small-Bore Rifle, Disappearing Target, 25 yards	Silver
46770	USA	1988 Summer	Seoul	1988	Basketball	Basketball Men's Basketball	Bronze
46774	USA	1912 Summer	Stockholm	1912	Athletics	Athletics Men's 110 metres Hurdles	Bronze
46778	AUS	1992 Summer	Barcelona	1992	Rowing	Rowing Men's Double Sculls	Gold
46783	USA	2000 Summer	Sydney	2000	Weightlifting	Weightlifting Women's Super-Heavyweight	Bronze
46784	GBR	1906 Summer	Athina	1906	Athletics	Athletics Men's 5 mile	Gold
46786	GER	1932 Summer	Los Angeles	1932	Shooting	Shooting Men's Rapid-Fire Pistol, 25 metres	Silver
46786	GER	1936 Summer	Berlin	1936	Shooting	Shooting Men's Rapid-Fire Pistol, 25 metres	Silver
46793	AUS	1920 Summer	Antwerpen	1920	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Silver
46807	JPN	2012 Summer	London	2012	Archery	Archery Women's Team	Bronze
46820	PAK	1964 Summer	Tokyo	1964	Hockey	Hockey Men's Hockey	Silver
46821	JPN	1964 Summer	Tokyo	1964	Gymnastics	Gymnastics Men's Team All-Around	Gold
46821	JPN	1964 Summer	Tokyo	1964	Gymnastics	Gymnastics Men's Rings	Gold
46826	IRI	1964 Summer	Tokyo	1964	Wrestling	Wrestling Men's Flyweight, Freestyle	Bronze
46829	CAN	2012 Summer	London	2012	Swimming	Swimming Men's 100 metres Freestyle	Bronze
46839	USA	1964 Summer	Tokyo	1964	Athletics	Athletics Men's 100 metres	Gold
46839	USA	1964 Summer	Tokyo	1964	Athletics	Athletics Men's 4 x 100 metres Relay	Gold
46840	USA	2008 Summer	Beijing	2008	Water Polo	Water Polo Women's Water Polo	Silver
46841	USA	1984 Summer	Los Angeles	1984	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Gold
46845	USA	2004 Summer	Athina	2004	Athletics	Athletics Women's 100 metres Hurdles	Gold
46846	USA	1908 Summer	London	1908	Athletics	Athletics Men's Marathon	Gold
46848	AUS	1960 Summer	Roma	1960	Swimming	Swimming Men's 200 metres Butterfly	Silver
46848	AUS	1960 Summer	Roma	1960	Swimming	Swimming Men's 4 x 100 metres Medley Relay	Silver
46851	GBR	1908 Summer	London	1908	Lacrosse	Lacrosse Men's Lacrosse	Silver
46856	GBR	2004 Summer	Athina	2004	Cycling	Cycling Men's Team Pursuit, 4,000 metres	Silver
46856	GBR	2004 Summer	Athina	2004	Cycling	Cycling Men's Madison	Bronze
