ID,condition,rt
23,unpredictable,488.0954375
23,unpredictable,487.9424821
23,unpredictable,574.680745
23,unpredictable,485.6264338
23,unpredictable,537.8326008
23,unpredictable,527.6088681
23,unpredictable,606.8655213
23,unpredictable,505.3294884
23,unpredictable,513.4620443
23,unpredictable,450.9241597
23,unpredictable,551.4155482
23,unpredictable,451.8955533
23,unpredictable,453.774214
23,unpredictable,545.2374596
23,unpredictable,487.0023459
24,predictable,582.9638078
24,predictable,530.7417557
24,predictable,520.4847618
24,predictable,528.0846885
24,predictable,472.1883207
24,predictable,524.2215296
24,predictable,499.4832873
24,predictable,433.768668
24,predictable,542.9612573
24,predictable,537.946339
24,predictable,473.5230254
24,predictable,483.1790652
24,predictable,461.0181831
24,predictable,528.5464235
24,predictable,458.6101005
24,predictable,573.3014603
24,predictable,502.353122
24,predictable,431.2549799
24,predictable,463.4201644
24,predictable,460.716609
24,predictable,522.7020301
24,predictable,492.0851217
24,predictable,445.7199547
24,predictable,534.7871827
24,predictable,492.4660694
24,unpredictable,512.6355104
24,unpredictable,494.4026444
24,unpredictable,501.1543377
24,unpredictable,586.7834427
24,unpredictable,576.495566
24,unpredictable,556.2136089
24,unpredictable,554.4404225
24,unpredictable,583.9763958
24,unpredictable,540.2033763
24,unpredictable,473.4473339
24,unpredictable,493.7758166
24,unpredictable,463.5859174
24,unpredictable,491.9070957
24,unpredictable,465.2611137
24,unpredictable,540.5310691
24,unpredictable,535.5347121
24,unpredictable,488.2551927
24,unpredictable,573.2989363
24,unpredictable,498.973813
24,unpredictable,489.2937757
24,unpredictable,548.3060422
24,unpredictable,424.0631358
24,unpredictable,568.2931856
24,unpredictable,504.9644516
24,unpredictable,446.07328
25,predictable,515.949884
25,predictable,514.2892906
25,predictable,445.5073754
25,predictable,463.3215762
25,predictable,496.8615577
25,predictable,515.1627422
25,predictable,460.6800464
25,predictable,465.880364
25,predictable,591.1023526
25,predictable,473.1229309
25,predictable,505.3796265
25,predictable,476.7612969
25,predictable,451.1951744
25,predictable,520.0000039
25,predictable,494.421131
25,predictable,422.1596187
25,predictable,473.5159209
25,predictable,453.4792908
25,predictable,455.7698351
25,predictable,543.1205893
25,predictable,586.5908898
25,predictable,480.6174885
25,predictable,483.4940274
25,predictable,507.3030082
25,predictable,558.0193264
25,unpredictable,441.9026142
25,unpredictable,498.8678867
25,unpredictable,509.2225416
25,unpredictable,449.163448
25,unpredictable,498.2585677
25,unpredictable,482.4923389
25,unpredictable,505.467029
25,unpredictable,509.2448646
25,unpredictable,453.1648451
25,unpredictable,563.9737242
25,unpredictable,440.258131
25,unpredictable,451.5675916
25,unpredictable,532.4683615
25,unpredictable,530.9716927
25,unpredictable,508.0406653
25,unpredictable,405.606366
25,unpredictable,561.5762424
25,unpredictable,573.5719067
25,unpredictable,470.5592344
25,unpredictable,445.2607322
25,unpredictable,516.6430835
25,unpredictable,544.5610699
25,unpredictable,427.0875828
25,unpredictable,408.3680887
25,unpredictable,473.9222963
26,predictable,482.5550271
26,predictable,553.4139719
26,predictable,499.7103369
26,predictable,528.020572
26,predictable,626.6659029
26,predictable,521.8368588
26,predictable,529.2377828
26,predictable,460.9173472
26,predictable,519.9253693
26,predictable,487.5471032
26,predictable,562.6901588
26,predictable,590.9732845
26,predictable,466.8666946
26,predictable,488.7107296
26,predictable,501.9533713
26,predictable,502.0603784
26,predictable,466.0952687
26,predictable,511.4012807
26,predictable,470.1405012
26,predictable,475.1664459
26,predictable,461.9352326
26,predictable,428.7831553
26,predictable,501.2811063
26,predictable,512.1436203
26,predictable,482.4314183
26,unpredictable,507.2009406
26,unpredictable,506.3077688
26,unpredictable,523.217087
26,unpredictable,498.5991905
26,unpredictable,489.1652402
26,unpredictable,525.3535277
26,unpredictable,539.6355691
26,unpredictable,566.5072278
26,unpredictable,472.1871346
26,unpredictable,550.3432225
26,unpredictable,415.5135179
26,unpredictable,489.745643
26,unpredictable,478.6931967
26,unpredictable,486.3978631
26,unpredictable,481.404232
26,unpredictable,515.9655345
26,unpredictable,537.0711717
26,unpredictable,446.3573912
26,unpredictable,483.8749017
26,unpredictable,436.6965348
26,unpredictable,470.3416657
26,unpredictable,490.5376172
26,unpredictable,473.3817829
26,unpredictable,563.3025974
26,unpredictable,445.4266627
27,predictable,562.6565246
27,predictable,514.8556742
27,predictable,522.7373586
27,predictable,555.3276439
27,predictable,554.0350239
27,predictable,555.4514097
27,predictable,544.8386107
27,predictable,442.8284278
27,predictable,511.0974637
27,predictable,520.1926582
27,predictable,520.9299125
27,predictable,521.267676
27,predictable,479.324019
27,predictable,535.8981005
27,predictable,407.1286705
27,predictable,469.2457323
27,predictable,504.9475767
27,predictable,456.5045477
27,predictable,557.8762964
27,predictable,628.8916823
27,predictable,413.6877395
27,predictable,537.1098781
27,predictable,583.2864604
27,predictable,405.7101888
27,predictable,428.6334345
27,unpredictable,455.0341255
27,unpredictable,512.5952944
27,unpredictable,520.4460654
27,unpredictable,457.7151489
27,unpredictable,543.098827
27,unpredictable,441.3953297
27,unpredictable,543.8556971
27,unpredictable,550.6003791
27,unpredictable,449.6489345
27,unpredictable,445.4257763
27,unpredictable,526.6147121
27,unpredictable,501.4605201
27,unpredictable,482.5867994
27,unpredictable,552.2084366
27,unpredictable,465.9509709
27,unpredictable,522.2128486
27,unpredictable,473.4749341
27,unpredictable,502.6004256
27,unpredictable,422.3501835
27,unpredictable,558.4353537
27,unpredictable,517.889263
27,unpredictable,397.7162553
27,unpredictable,457.6147783
27,unpredictable,545.1272085
27,unpredictable,564.6704366
28,predictable,532.6234729
28,predictable,495.6563182
28,predictable,546.1379165
28,predictable,529.0698227
28,predictable,428.4095048
28,predictable,497.4619823
28,predictable,451.1659066
28,predictable,530.0409311
28,predictable,438.7178905
28,predictable,579.4884195
28,predictable,492.093594
28,predictable,440.9327319
28,predictable,539.875101
28,predictable,515.0745996
28,predictable,428.1132871
28,predictable,514.1385063
28,predictable,555.8417049
28,predictable,534.4310023
28,predictable,548.1994639
28,predictable,487.6097038
28,predictable,512.1356686
28,predictable,531.9261361
28,predictable,439.8891612
28,predictable,462.2616373
28,predictable,544.7831309
28,unpredictable,481.8513934
28,unpredictable,536.4165178
28,unpredictable,640.7494131
28,unpredictable,478.1792179
28,unpredictable,507.7406799
28,unpredictable,508.8773359
28,unpredictable,476.4365359
28,unpredictable,497.6373618
28,unpredictable,489.114396
28,unpredictable,580.4923671
28,unpredictable,537.3892003
28,unpredictable,479.9810364
28,unpredictable,594.0745956
28,unpredictable,569.8310915
28,unpredictable,576.6874281
28,unpredictable,548.7196414
28,unpredictable,457.6239161
28,unpredictable,520.6981109
28,unpredictable,563.4195984
28,unpredictable,481.4753042
28,unpredictable,429.8773898
28,unpredictable,479.9357319
28,unpredictable,437.0193708
28,unpredictable,559.4397963
28,unpredictable,488.159311
29,predictable,495.0230789
29,predictable,448.0565673
29,predictable,502.9200339
29,predictable,512.3097754
29,predictable,517.9105857
29,predictable,485.4080253
29,predictable,422.9549762
29,predictable,469.1193447
29,predictable,530.2864107
29,predictable,518.9130847
29,predictable,537.879082
29,predictable,531.9008487
29,predictable,476.8130795
29,predictable,516.2006657
29,predictable,493.9321843
29,predictable,501.6976026
29,predictable,440.7888991
29,predictable,576.4572747
29,predictable,481.163859
29,predictable,507.7820632
29,predictable,565.62233
29,predictable,647.3791114
29,predictable,473.6648333
29,predictable,521.5618629
29,predictable,545.0142901
29,unpredictable,613.1981165
29,unpredictable,403.9244174
29,unpredictable,596.4193661
29,unpredictable,510.7863968
29,unpredictable,488.1956851
29,unpredictable,479.3934547
29,unpredictable,474.1927412
29,unpredictable,517.601049
29,unpredictable,478.0158476
29,unpredictable,584.9842284
29,unpredictable,494.5519053
29,unpredictable,473.6632203
29,unpredictable,443.0338488
29,unpredictable,635.4077861
29,unpredictable,420.825768
29,unpredictable,552.9749353
29,unpredictable,556.6665867
29,unpredictable,483.2131362
29,unpredictable,483.9661907
29,unpredictable,516.8979431
29,unpredictable,519.6615723
29,unpredictable,387.77531
29,unpredictable,461.4712534
29,unpredictable,395.6205406
29,unpredictable,519.271409
30,predictable,591.49779
30,predictable,486.9487533
30,predictable,493.03849
30,predictable,470.4075775
30,predictable,423.3618495
30,predictable,430.0183215
30,predictable,451.2761209
30,predictable,450.7206385
30,predictable,504.9246909
30,predictable,523.3889128
30,predictable,519.0980952
30,predictable,510.0663708
30,predictable,547.6486866
30,predictable,628.5921289
30,predictable,471.5581157
30,predictable,517.5638009
30,predictable,592.4859447
30,predictable,429.7278885
30,predictable,545.8501358
30,predictable,423.1123601
30,predictable,448.5285817
30,predictable,417.9181301
30,predictable,479.2094185
30,predictable,532.737257
30,predictable,515.0356981
30,unpredictable,466.1907926
30,unpredictable,522.6139155
30,unpredictable,402.1457395
30,unpredictable,483.050571
30,unpredictable,528.0103091
30,unpredictable,478.8768055
30,unpredictable,511.8995741
30,unpredictable,525.8935177
30,unpredictable,566.5714477
30,unpredictable,491.5730665
30,unpredictable,551.5602126
30,unpredictable,567.6108364
30,unpredictable,486.2520307
30,unpredictable,423.7210255
30,unpredictable,365.3239283
30,unpredictable,515.0107831
30,unpredictable,402.5175975
30,unpredictable,548.8455865
30,unpredictable,533.9912099
30,unpredictable,494.5705223
30,unpredictable,462.4320477
30,unpredictable,526.0448147
30,unpredictable,436.3104635
30,unpredictable,537.6617454
30,unpredictable,487.6071037
32,predictable,518.8900032
32,predictable,519.767211
32,predictable,479.8340535
32,predictable,467.4675477
32,predictable,538.4574483
32,predictable,552.8305556
32,predictable,566.595529
32,predictable,525.6699221
32,predictable,493.100983
32,predictable,486.9307625
32,predictable,482.9605736
32,predictable,490.2513679
32,predictable,433.0495237
32,predictable,573.7992197
32,predictable,523.5435147
32,predictable,537.8269084
32,predictable,486.5252543
32,predictable,477.3609966
32,predictable,498.1466623
32,predictable,622.4487563
32,predictable,554.4518875
32,predictable,479.2049626
32,predictable,462.4356317
32,predictable,547.2681124
32,predictable,436.8288739
32,unpredictable,538.4632099
32,unpredictable,543.4279312
32,unpredictable,468.0140527
32,unpredictable,490.7414923
32,unpredictable,539.2769408
32,unpredictable,524.948847
32,unpredictable,564.7635043
32,unpredictable,486.1641707
32,unpredictable,409.9832028
32,unpredictable,541.6161379
32,unpredictable,436.3672205
32,unpredictable,579.1265771
32,unpredictable,572.2868981
32,unpredictable,413.0400563
32,unpredictable,442.9993473
32,unpredictable,486.5629002
32,unpredictable,435.2388919
32,unpredictable,386.3304695
32,unpredictable,515.8026857
32,unpredictable,501.558626
32,unpredictable,636.8646042
32,unpredictable,388.4883765
32,unpredictable,485.273866
32,unpredictable,489.8189971
32,unpredictable,423.579687
33,predictable,449.3315802
33,predictable,533.7786063
33,predictable,492.030328
33,predictable,477.4481712
33,predictable,455.3905839
33,predictable,530.3767059
33,predictable,540.8986302
33,predictable,542.2823119
33,predictable,523.9604254
33,predictable,554.4144748
33,predictable,540.5896201
33,predictable,480.4412862
33,predictable,539.123915
33,predictable,456.9371961
33,predictable,499.0677624
33,predictable,565.5306067
33,predictable,494.3235084
33,predictable,525.7693035
33,predictable,500.4535188
33,predictable,545.7893359
33,predictable,513.613908
33,predictable,530.5652645
33,predictable,437.0221675
33,predictable,504.1504987
33,predictable,466.8350432
33,unpredictable,478.699514
33,unpredictable,533.9655944
33,unpredictable,489.3964085
33,unpredictable,534.6383169
33,unpredictable,487.0063531
33,unpredictable,479.6538738
33,unpredictable,438.3519953
33,unpredictable,513.9546363
33,unpredictable,524.3510359
33,unpredictable,479.4874311
33,unpredictable,553.3610913
33,unpredictable,593.3245178
33,unpredictable,489.8371872
33,unpredictable,446.878913
33,unpredictable,463.7346366
33,unpredictable,515.2018432
33,unpredictable,488.6544997
33,unpredictable,456.2097689
33,unpredictable,467.2434452
33,unpredictable,512.7481866
33,unpredictable,486.7893501
33,unpredictable,479.3209444
33,unpredictable,465.5362739
33,unpredictable,621.3010475
33,unpredictable,558.7892625
34,predictable,483.3299582
34,predictable,474.7462809
34,predictable,500.6657938
34,predictable,556.0776594
34,predictable,616.4400452
34,predictable,482.3299571
34,predictable,548.2501248
34,predictable,538.3881048
34,predictable,469.7875925
34,predictable,627.4676527
34,predictable,457.0250619
34,predictable,536.0981572
34,predictable,488.8242952
34,predictable,508.5620966
34,predictable,421.6226732
34,predictable,468.0574515
34,predictable,408.3848294
34,predictable,458.9915416
34,predictable,442.3684356
34,predictable,486.9799224
34,predictable,455.0400771
34,predictable,478.2225959
34,predictable,423.0641481
34,predictable,506.2955304
34,predictable,464.3813235
34,unpredictable,432.0697576
34,unpredictable,496.9159904
34,unpredictable,485.509708
34,unpredictable,601.8894051
34,unpredictable,531.134216
34,unpredictable,605.5421964
34,unpredictable,477.9337154
34,unpredictable,496.7054074
34,unpredictable,558.2485576
34,unpredictable,510.2377777
34,unpredictable,395.394317
34,unpredictable,408.6069947
34,unpredictable,501.079492
34,unpredictable,451.2718965
34,unpredictable,464.7335105
34,unpredictable,531.5737525
34,unpredictable,442.9003974
34,unpredictable,544.7123552
34,unpredictable,513.8944193
34,unpredictable,557.7240201
34,unpredictable,432.2252136
34,unpredictable,596.7612024
34,unpredictable,529.8920057
34,unpredictable,379.5200869
34,unpredictable,494.2475814
35,predictable,517.4216446
35,predictable,531.9269168
35,predictable,547.6961503
35,predictable,567.0459336
35,predictable,572.3133746
35,predictable,506.4209402
35,predictable,537.7831849
35,predictable,409.9019984
35,predictable,475.8558598
35,predictable,393.705662
35,predictable,404.3505721
35,predictable,520.1547224
35,predictable,521.4776647
35,predictable,484.7658275
35,predictable,529.4861892
35,predictable,569.5194499
35,predictable,408.6833593
35,predictable,564.4488971
35,predictable,518.6826338
35,predictable,417.9757365
35,predictable,480.689879
35,predictable,448.4330865
35,predictable,481.095087
35,predictable,501.222371
35,predictable,448.6811908
35,unpredictable,497.4716923
35,unpredictable,461.5673086
35,unpredictable,474.6085726
35,unpredictable,557.2475301
35,unpredictable,491.5354917
35,unpredictable,539.155332
35,unpredictable,421.630141
35,unpredictable,590.9104032
35,unpredictable,521.1502151
35,unpredictable,454.1166276
35,unpredictable,580.9364191
35,unpredictable,473.5231394
35,unpredictable,505.9990159
35,unpredictable,416.5630841
35,unpredictable,463.2627155
35,unpredictable,430.6565306
35,unpredictable,425.0734132
35,unpredictable,489.0379898
35,unpredictable,552.9630904
35,unpredictable,509.7704392
35,unpredictable,490.0568941
35,unpredictable,540.3437166
35,unpredictable,588.4582682
35,unpredictable,481.6637083
35,unpredictable,515.8707791
36,predictable,548.9488285
36,predictable,512.6246146
36,predictable,523.7475418
36,predictable,544.9403544
36,predictable,502.9010216
36,predictable,582.0574728
36,predictable,550.8117664
36,predictable,453.6110867
36,predictable,570.6954433
36,predictable,511.2461843
36,predictable,426.0557548
36,predictable,472.908266
36,predictable,551.201964
36,predictable,554.7155609
36,predictable,501.3916545
36,predictable,483.5481934
36,predictable,515.0597437
36,predictable,519.5457049
36,predictable,521.6772637
36,predictable,548.3901538
36,predictable,457.9973778
36,predictable,480.6207889
36,predictable,446.4319142
36,predictable,444.7371954
36,predictable,452.8469383
36,unpredictable,554.6394625
36,unpredictable,483.0130096
36,unpredictable,455.7808667
36,unpredictable,458.3517249
36,unpredictable,531.8766145
36,unpredictable,457.3518675
36,unpredictable,501.8682141
36,unpredictable,465.2938198
36,unpredictable,491.7829776
36,unpredictable,470.0513231
36,unpredictable,523.390152
36,unpredictable,506.2853127
36,unpredictable,511.092242
36,unpredictable,575.0651509
36,unpredictable,481.5033459
36,unpredictable,490.2506609
36,unpredictable,616.1319932
36,unpredictable,469.4348289
36,unpredictable,478.9580374
36,unpredictable,526.6950255
36,unpredictable,479.0973277
36,unpredictable,524.7855902
36,unpredictable,453.9463106
36,unpredictable,586.696081
36,unpredictable,623.0379728
37,predictable,522.6065453
37,predictable,538.4921363
37,predictable,535.19949
37,predictable,537.3141691
37,predictable,434.4554268
37,predictable,489.3952414
37,predictable,504.6376381
37,predictable,572.7725159
37,predictable,528.2844063
37,predictable,492.8215674
37,predictable,502.550459
37,predictable,441.2710406
37,predictable,527.4237954
37,predictable,504.4463749
37,predictable,568.0786029
37,predictable,477.0706679
37,predictable,495.8449848
37,predictable,482.9842567
37,predictable,585.6653811
37,predictable,514.689172
37,predictable,493.0957373
37,predictable,624.1617711
37,predictable,484.4250856
37,predictable,578.3060459
37,predictable,436.7183509
37,unpredictable,489.7264346
37,unpredictable,422.9867737
37,unpredictable,493.7095725
37,unpredictable,499.9947202
37,unpredictable,524.7376063
37,unpredictable,519.4486488
37,unpredictable,483.2537819
37,unpredictable,489.0904145
37,unpredictable,509.5517336
37,unpredictable,475.9825448
37,unpredictable,435.4759898
37,unpredictable,567.4446353
37,unpredictable,491.0143829
37,unpredictable,505.4527923
37,unpredictable,499.5420505
37,unpredictable,492.6541882
37,unpredictable,573.3984827
37,unpredictable,449.6125912
37,unpredictable,508.9016402
37,unpredictable,531.5394726
37,unpredictable,488.9081847
37,unpredictable,477.601402
37,unpredictable,428.7216143
37,unpredictable,498.9700672
37,unpredictable,557.0880832
38,predictable,543.4188713
38,predictable,469.6979854
38,predictable,472.623278
38,predictable,525.7680701
38,predictable,579.1094552
38,predictable,590.3096863
38,predictable,503.7025266
38,predictable,466.0288893
38,predictable,525.4498034
38,predictable,419.2032936
38,predictable,537.0757838
38,predictable,379.2701338
38,predictable,493.7807982
38,predictable,521.6887646
38,predictable,382.320328
38,predictable,483.1417913
38,predictable,536.2020695
38,predictable,454.3788545
38,predictable,517.8647512
38,predictable,506.418763
38,predictable,535.6137268
38,predictable,507.130524
38,predictable,516.0246886
38,predictable,603.7234079
38,predictable,483.7763107
38,unpredictable,456.0085774
38,unpredictable,484.9737763
38,unpredictable,494.7867753
38,unpredictable,472.1554426
38,unpredictable,485.1772098
38,unpredictable,466.7203306
38,unpredictable,519.2496824
38,unpredictable,491.9573111
38,unpredictable,435.6292194
38,unpredictable,586.2770234
38,unpredictable,529.6746014
38,unpredictable,507.3948498
38,unpredictable,446.839329
38,unpredictable,577.6111307
38,unpredictable,483.2761439
38,unpredictable,571.2338251
38,unpredictable,505.6626732
38,unpredictable,558.876962
38,unpredictable,535.2635163
38,unpredictable,579.0016447
38,unpredictable,515.364903
38,unpredictable,534.2596894
38,unpredictable,443.2247468
38,unpredictable,520.8187119
38,unpredictable,613.3586111
39,predictable,486.4340649
39,predictable,545.5257686
39,predictable,440.1703336
39,predictable,475.5552934
39,predictable,526.1144274
39,predictable,624.87571
39,predictable,569.1519083
39,predictable,500.9222879
39,predictable,507.4436677
39,predictable,535.5518074
39,predictable,539.6622766
39,predictable,548.2791142
39,predictable,461.9681003
39,predictable,482.5852674
39,predictable,535.7774917
39,predictable,530.8115269
39,predictable,482.5408924
39,predictable,515.6253661
39,predictable,489.3055754
39,predictable,441.0421246
39,predictable,521.9185525
39,predictable,555.445917
39,predictable,578.8158132
39,predictable,542.3551619
39,predictable,523.8126959
39,unpredictable,520.9358838
39,unpredictable,396.0738892
39,unpredictable,465.351466
39,unpredictable,450.8872749
39,unpredictable,471.7314005
39,unpredictable,415.5544357
39,unpredictable,490.3685012
39,unpredictable,466.4049287
39,unpredictable,541.2736161
39,unpredictable,535.5451627
39,unpredictable,451.9704575
39,unpredictable,406.0642711
39,unpredictable,562.0692357
39,unpredictable,500.3945187
39,unpredictable,587.3324905
39,unpredictable,513.1340502
39,unpredictable,596.2166326
39,unpredictable,572.5516698
39,unpredictable,567.6465289
39,unpredictable,542.4063695
39,unpredictable,545.8524135
39,unpredictable,517.8053296
39,unpredictable,550.4716196
39,unpredictable,546.7549398
39,unpredictable,453.5290111
40,predictable,450.4846135
40,predictable,498.6622665
40,predictable,465.8214924
40,predictable,494.3402054
40,predictable,549.9696555
40,predictable,554.7003796
40,predictable,451.6352516
40,predictable,476.6366929
40,predictable,506.0680198
40,predictable,527.8446165
40,predictable,484.1566984
40,predictable,484.0548534
40,predictable,528.7384517
40,predictable,588.8673448
40,predictable,507.5463549
40,predictable,527.7514411
40,predictable,501.2422327
40,predictable,518.8033887
40,predictable,429.1252029
40,predictable,568.5757513
40,predictable,391.8608544
40,predictable,498.701566
40,predictable,545.793312
40,predictable,394.2354558
40,predictable,444.1454554
40,unpredictable,471.6474381
40,unpredictable,565.4625682
40,unpredictable,539.4068943
40,unpredictable,493.6063388
40,unpredictable,502.4674225
40,unpredictable,546.6473874
40,unpredictable,423.0014238
40,unpredictable,443.2166756
40,unpredictable,446.0256847
40,unpredictable,549.03872
40,unpredictable,525.6416842
40,unpredictable,490.3879512
40,unpredictable,502.9795397
40,unpredictable,436.9778999
40,unpredictable,472.9570337
40,unpredictable,460.4937813
40,unpredictable,485.9548166
40,unpredictable,565.4514582
40,unpredictable,401.4753072
40,unpredictable,554.4832679
40,unpredictable,526.6021
40,unpredictable,482.4147815
40,unpredictable,565.3998223
40,unpredictable,510.3015029
40,unpredictable,460.5778205
41,predictable,472.2363666
41,predictable,556.1275323
41,predictable,521.7804687
41,predictable,458.7556189
41,predictable,492.4296974
41,predictable,524.7658791
41,predictable,534.1523051
41,predictable,565.8329729
41,predictable,422.8925325
41,predictable,480.9652153
41,predictable,530.365844
41,predictable,567.175703
41,predictable,484.8799387
41,predictable,548.6030604
41,predictable,437.6293132
41,predictable,529.8735408
41,predictable,507.5459056
41,predictable,470.3598295
41,predictable,575.8806271
41,predictable,515.4197085
41,predictable,482.0670786
41,predictable,577.9652132
41,predictable,480.5808791
41,predictable,499.5315669
41,predictable,476.7757669
41,unpredictable,449.9943063
41,unpredictable,557.1702521
41,unpredictable,556.6133929
41,unpredictable,495.6308453
41,unpredictable,554.6887534
41,unpredictable,490.6922634
41,unpredictable,531.706111
41,unpredictable,452.1385503
41,unpredictable,564.1777782
41,unpredictable,507.1166081
41,unpredictable,595.4157801
41,unpredictable,409.1401251
41,unpredictable,464.2527641
41,unpredictable,455.2654259
41,unpredictable,368.3275672
41,unpredictable,452.45978
41,unpredictable,460.2997787
41,unpredictable,518.9706561
41,unpredictable,433.4353029
41,unpredictable,549.22186
41,unpredictable,488.1871824
41,unpredictable,552.1980778
41,unpredictable,543.9259431
41,unpredictable,495.4255931
41,unpredictable,601.3515618
43,predictable,474.4900081
43,predictable,490.8098995
43,predictable,629.5379201
43,predictable,529.4810539
43,predictable,544.9341558
43,predictable,488.3978904
43,predictable,518.8508961
43,predictable,404.7347182
43,predictable,358.8525497
43,predictable,572.4944769
43,predictable,438.6576297
43,predictable,443.9501212
43,predictable,515.8794015
43,predictable,485.3830443
43,predictable,495.4404101
43,predictable,482.1549247
43,predictable,370.41741
43,predictable,517.6838557
43,predictable,463.8572815
43,predictable,445.0926687
43,predictable,449.9555298
43,predictable,616.3194493
43,predictable,476.942455
43,predictable,590.195889
43,predictable,587.628764
43,unpredictable,474.8800045
43,unpredictable,523.5008474
43,unpredictable,452.4927293
43,unpredictable,449.5751172
43,unpredictable,583.4694383
43,unpredictable,589.9808612
43,unpredictable,415.8932436
43,unpredictable,492.0767849
43,unpredictable,512.7859867
43,unpredictable,476.3755984
43,unpredictable,518.6595257
43,unpredictable,554.1089875
43,unpredictable,541.1807522
43,unpredictable,454.8709222
43,unpredictable,527.2222813
43,unpredictable,553.6630317
43,unpredictable,467.8046108
43,unpredictable,452.2617096
43,unpredictable,589.0431513
43,unpredictable,498.9527093
43,unpredictable,577.4133749
43,unpredictable,498.053029
43,unpredictable,441.3452498
43,unpredictable,457.5514913
43,unpredictable,468.6342936
44,predictable,479.4397549
44,predictable,486.1017824
44,predictable,520.1285092
44,predictable,522.8383373
44,predictable,478.1185674
44,predictable,568.2563731
44,predictable,474.5762542
44,predictable,501.5410521
44,predictable,520.6378992
44,predictable,526.1774335
44,predictable,481.6264105
44,predictable,474.4208719
44,predictable,443.8047752
44,predictable,517.1562734
44,predictable,444.0795764
44,predictable,461.3074641
44,predictable,573.2472351
44,predictable,452.247221
44,predictable,482.2260497
44,predictable,507.6070625
44,predictable,463.4433476
44,predictable,510.8240145
44,predictable,466.8937016
44,predictable,519.2164551
44,predictable,488.4777246
44,unpredictable,479.0622675
44,unpredictable,507.6958258
44,unpredictable,471.250308
44,unpredictable,484.83183
44,unpredictable,449.8561586
44,unpredictable,489.5440831
44,unpredictable,502.5904848
44,unpredictable,506.0461984
44,unpredictable,459.785436
44,unpredictable,526.9011153
44,unpredictable,462.9849746
44,unpredictable,443.97232
44,unpredictable,552.8384721
44,unpredictable,567.9501514
44,unpredictable,589.5398624
44,unpredictable,454.6375392
44,unpredictable,372.9761686
44,unpredictable,511.2044961
44,unpredictable,447.2084204
44,unpredictable,457.5142674
44,unpredictable,430.2732935
44,unpredictable,447.1342612
44,unpredictable,542.4355827
44,unpredictable,482.8193333
44,unpredictable,459.899285
45,predictable,548.4409547
45,predictable,499.1179328
45,predictable,589.3272865
45,predictable,506.4512111
45,predictable,518.0661424
45,predictable,531.6926037
45,predictable,555.5957704
45,predictable,462.8805755
45,predictable,482.4964842
45,predictable,467.5758023
45,predictable,488.3609689
45,predictable,467.5782756
45,predictable,456.5616793
45,predictable,437.3243016
45,predictable,477.7076999
45,predictable,535.2034808
45,predictable,459.678651
45,predictable,470.1814332
45,predictable,558.3955598
45,predictable,394.0348449
45,predictable,475.3303231
45,predictable,524.826929
45,predictable,525.6652729
45,predictable,494.3759003
45,predictable,444.9142143
45,unpredictable,548.9690389
45,unpredictable,467.2448048
45,unpredictable,392.4514499
45,unpredictable,502.1832648
45,unpredictable,401.2244029
45,unpredictable,464.8443137
45,unpredictable,484.8031602
45,unpredictable,466.5250027
45,unpredictable,517.007068
45,unpredictable,476.0611303
45,unpredictable,422.2216556
45,unpredictable,493.145605
45,unpredictable,532.9745421
45,unpredictable,457.7079791
45,unpredictable,475.0432602
45,unpredictable,510.2103487
45,unpredictable,484.9653726
45,unpredictable,486.4138094
45,unpredictable,511.0551683
45,unpredictable,472.396508
45,unpredictable,470.9517544
45,unpredictable,551.1823615
45,unpredictable,491.999865
45,unpredictable,438.9943852
45,unpredictable,536.6039168
46,predictable,511.7364914
46,predictable,471.3571872
46,predictable,530.3601646
46,predictable,558.857597
46,predictable,543.0886178
46,predictable,520.7681714
46,predictable,458.3431626
46,predictable,452.3996855
46,predictable,544.464436
46,predictable,557.6299867
46,predictable,515.7567367
46,predictable,550.5796126
46,predictable,507.5061452
46,predictable,424.3813703
46,predictable,489.9036569
46,predictable,461.2810948
46,predictable,494.9171758
46,predictable,454.2858048
46,predictable,575.4380683
46,predictable,500.3499169
46,predictable,497.1194275
46,predictable,526.1645724
46,predictable,495.912648
46,predictable,407.4482977
46,predictable,497.8267181
46,unpredictable,504.7485602
46,unpredictable,504.2906672
46,unpredictable,524.0535695
46,unpredictable,408.1595293
46,unpredictable,458.2205889
46,unpredictable,533.0942334
46,unpredictable,524.7409621
46,unpredictable,509.0795157
46,unpredictable,476.4311322
46,unpredictable,535.1769618
46,unpredictable,604.5008392
46,unpredictable,499.6105565
46,unpredictable,500.0164935
46,unpredictable,464.6450647
46,unpredictable,518.4878659
46,unpredictable,581.6151574
46,unpredictable,561.4293468
46,unpredictable,543.1527325
46,unpredictable,495.8541133
46,unpredictable,549.2242612
46,unpredictable,500.6896699
46,unpredictable,550.817514
46,unpredictable,556.3843161
46,unpredictable,424.1452039
46,unpredictable,509.0196051
47,predictable,452.153644
47,predictable,538.8314892
47,predictable,476.2444351
47,predictable,535.3539805
47,predictable,445.8885729
47,predictable,418.9028767
47,predictable,471.5248071
47,predictable,551.4922035
47,predictable,549.7419438
47,predictable,437.1920115
47,predictable,540.2264041
47,predictable,514.1420274
47,predictable,508.1963245
47,predictable,444.1561937
47,predictable,490.9388731
47,predictable,458.0246062
47,predictable,445.2088486
47,predictable,500.9465283
47,predictable,408.9737413
47,predictable,478.6714403
